Appliances,BathroomsFull,BathroomsHalf,Bedrooms,DateListed,Description,MlsId,MlsName,Price,Rooms,StreetAddress
[],,,5,2016-11-09 00:00:00,A dramatic backdrop of the San Gabriel Mountains and mature scenery frames the magnificent setting for this superb Mediterranean revival located in Altadena's premier estate area. Home to a celebrity ,316010451,ITECH,2175000,"[u'bedrooms', u'bathrooms']",2079 Skyview Drive
"[u'Built-Ins', u'Range Hood', u'RangeOven']",,,2,2016-11-09 00:00:00,"One of a kind 2 bedroom, 2 bath modern penthouse with loft plus ocean views. This New York style Penthouse has high ceilings, lots of natural light, and a sunken living room with fireplace! The open f",16178870,CLAW,6495,"[u'bedrooms', u'bathrooms']",255 MAIN ST
[u'RangeOven'],,,3,2016-11-10 00:00:00,"Wonderful traditional 3 bedrooms, 2 bathrooms home located in Altadena. Granite counter-tops in the kitchen and baths, newer cabinets throughout. Light and bright living room with fireplace, formal di",316010426,ITECH,650000,"[u'bedrooms', u'bathrooms']",391 West Harriet Street
"[u'RangeOven', u'Oven']",,,4,2016-11-10 00:00:00,"Don't miss this impressive 2,510sqft traditional located on a corner lot in Sunset Park. Perched up on top of the hill, this home has great views from the second level master suite. There are three ad",16179108,CLAW,1749000,"[u'bedrooms', u'bathrooms']",1760 WELLESLEY DR
[u'Built-Ins'],,,4,2016-11-10 00:00:00,"Located in a highly desirable Brentwood location, this delightful Traditional home is filled with charm and character. Flooded with natural light, this home boasts three en-suite bedrooms upstairs, in",16174844,CLAW,3295000,"[u'bedrooms', u'bathrooms']",11730 CHENAULT ST
[],,,0,2016-11-11 00:00:00,"Approved 8-Unit construction project in the NoHo Arts District. The Project is stamped ""Ready-to-Issue"" and ready to go. A stone's throw from everything that the North Hollywood Arts District has to o",16179532,CLAW,1100000,[],5340 DENNY AVE
[],,,4,2016-11-11 00:00:00,"Beautiful one owner home in prime Montecito Park location. This single story residence features 4 bedrooms, 2.5 baths. New wood flooring throughout most of the house. Spacious master suite with ample ",316010501,ITECH,1150000,"[u'bedrooms', u'bathrooms']",3301 Vickers Drive
"[u'Range Hood', u'RangeOven']",,,2,2016-11-11 00:00:00,"Come away to this enchanting cottage in an idyllic, creekside setting to escape the city hustle and relax. Verdant green lawns surround you as you stroll up the stone path to this two bedroom, two bat",16178020,CLAW,1188000,"[u'bedrooms', u'bathrooms']",1290 OAKWOOD DR
[],,,0,2016-11-11 00:00:00,"Bring your Developers! This property is perfect for a Small Lot Subdivision. Build 10 Units by Right. The site is made up of two full lots and a bit more for a total of over 16,000 square feet. With t",16179540,CLAW,1650000,[],5625 CASE AVE
"[u'Built-Ins', u'Microwave', u'RangeOven']",,,3,2016-11-11 00:00:00,"Rising tall over a rare stretch of soft sand in Marina Del Rey, this epic Lorcan O'Herlihy-designed two level penthouse offers nearly 800 square feet of outdoor terrace including a rooftop lounge evoc",16178844,CLAW,3695000,"[u'bedrooms', u'bathrooms']",1 EASTWIND ST
"[u'Built-Ins', u'Microwave', u'RangeOven', u'Oven']",,,2,2016-11-11 00:00:00,"Impeccably updated Spanish Modern in the heart of Venice Beach. A tall secluded hedge welcomes you to the grassy front yard and porch. A wide-open floor plan, live edge center island and large grassy ",16178966,CLAW,1795000,"[u'bedrooms', u'bathrooms']",942 VENEZIA AVE
"[u'Built-Ins', u'RangeOven', u'Built-In And Free Standing']",,,2,2016-11-11 00:00:00,"2+2 beautifully updated condo, located on the back of the complex and overlooking the park-like wooded area owned by the VA. This is a very idyllic and tranquil location that is convenient to everythi",16179426,CLAW,749000,"[u'bedrooms', u'bathrooms']",330 S BARRINGTON AVE
[u'Oven'],,,4,2016-11-13 00:00:00,Beautiful Hillcrest home for sale with 4 bedrooms (1 downstairs) and 3 baths. Upon entering you will be greeted with a beautiful living room with high ceilings along with dining area. Enjoy entertaini,316010528,ITECH,569900,"[u'bedrooms', u'bathrooms']",27815 Zion Court
"[u'Built-In BBQ', u'Built-Ins', u'Microwave', u'RangeOven']",,,3,2016-11-14 00:00:00,"Embodying the relaxed casual elegance and privacy of a European-style compound, this exquisitely designed contemporary home on a tree-lined Venice street is the realization of every coastal California",16179602,CLAW,3986000,"[u'bedrooms', u'bathrooms']",2919 GRAYSON AVE
[u'Built-In BBQ'],,,5,2016-11-14 00:00:00,"5042 Indianola Way is a one of a kind property, located on a desirable cul-de-sac in La Canada Flintridge, close to Paradise Canyon Elementary and town. This handsome single story traditional home fea",316010536,ITECH,2600000,"[u'bedrooms', u'bathrooms']",5042 Indianola Way
"[u'Range Hood', u'Microwave', u'RangeOven']",,,3,2016-11-16 00:00:00,This exquisite corner residence within Los Angeles' most distinguished pre-war building embraces the forgotten elegance of old-world European design while affording the modern comforts of present day ,16180182,CLAW,1875000,"[u'bedrooms', u'bathrooms']",308 N SYCAMORE AVE
[u'Built-In Gas'],,,4,2016-11-17 00:00:00,"Nestled on a breathtaking secluded lot in the esteemed Vista De Oro neighborhood, this completely re-imagined mid-century home marries pristine contemporary features with luxury amenities that wash aw",316010650,ITECH,1299000,"[u'bedrooms', u'bathrooms']",20280 Allentown Drive
"[u'RangeOven', u'Gas/Electric Range', u'Range Hood', u'Self Cleaning Oven']",,,3,2016-11-17 00:00:00,This 1913 Craftsman is situated in the highly sought after Bungalow Heaven district. The home evokes the soul of vintage craftsman with thoughtful upgrades for modern living.The living room has a fire,16180298,CLAW,1125000,"[u'bedrooms', u'bathrooms']",731 N CHESTER AVE
"[u'Built-In BBQ', u'Built-Ins', u'Range Hood', u'RangeOven']",,,4,2016-11-18 00:00:00,"Set to awe-inspiring ocean views and soaring sandstone mountain peaks, this striking home, built by world-renowned Architect Ed Niles, affords the rare opportunity to live within the majesty of nature",16181228,CLAW,7488000,"[u'bedrooms', u'bathrooms']",33583 MULHOLLAND HWY
"[u'Built-Ins', u'RangeOven']",,,2,2016-11-18 00:00:00,"Exquisitely renovated multilevel mid century town home 2 + 2.5 end unit with bonus office/nursery. Open floor plan. Spacious kitchen with stainless steel sink, oven and dishwasher. Cozy secluded patio",16181224,CLAW,839000,"[u'bedrooms', u'bathrooms']",4714 LA VILLA MARINA
"[u'Built-Ins', u'Microwave', u'Oven', u'RangeOven', u'Range Hood']",,,2,2016-11-18 00:00:00,Located in the prestigious and desirable Franciscan Woods. This tri-level townhouse is exceptional in every aspect. The newly built front deck is ideal for relaxing and entertaining with amazing views,316010634,ITECH,785000,"[u'bedrooms', u'bathrooms']",574 Garfield Avenue
[u'Built-In Gas'],,,4,2016-11-18 07:45:06,"ALARM IS ON.Two-story Victorian home with an inviting wraparound porch and lots of character throughout and many nice upgrades including copper plumbing, updated electrical and central air. Large livi",316010702,ITECH,1025000,"[u'bedrooms', u'bathrooms']",545 Westgate Street
